sku,title,image1,image2,image3,image4,image5,image6,image7,image8,image9
PT0001-000080GB,80 Gram | Black Pepper Powder | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0064-000850BP-1A1,850 Gram | Freshly Milled Wheat Flour (Khapli Aata) | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0064-001800BP-1A1,1800 Gram | Freshly Milled Wheat Flour (Khapli Aata) | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0064-005000BP-1A1,5000 Gram | Freshly Milled Wheat Flour (Khapli Aata) | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0064-005000BP.PT07.jpg,
PT0065-000850BP-1A1,850 Gram | Freshly Milled Wheat MP Sihori Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0065-001800BP-1A1,1800 Gram | Freshly Milled Wheat MP Sihori Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0065-005000BP-1A1,5000 Gram | Freshly Milled Wheat MP Sihori Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0065-005000BP.PT07.jpg,
PT0066-000850BP-1A1,850 Gram | Freshly Milled Jowar Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0066-001800BP-1A1,1800 Gram | Freshly Milled Jowar Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0066-005000BP-1A1,5000 Gram | Freshly Milled Jowar Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0066-005000BP.PT07.jpg,
PT0067-000850BP-1A1,850 Gram | Freshly Milled White Quinoa Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0067-001800BP-1A1,1800 Gram | Freshly Milled White Quinoa Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0067-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0068-000850BP-1A1,850 Gram | Besan Chana Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0068-001800BP-1A2,1800 Gram | Besan Chana Atta | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0068-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0069-000850BP-1A1,850 Gram | Freshly Milled Ragi Flour Finger Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0069-001800BP-1A1,1800 Gram | Freshly Milled Ragi Flour Finger Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0069-005000BP-1A1,5000 Gram | Freshly Milled Ragi Flour Finger Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0069-005000BP.PT07.jpg,
PT0070-000850BP-1A1,850 Gram | Browntop Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0070-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0071-000350BP-1A1,350 Gram | Rajgira | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0071-000850BP-1A1,850 Gram | Rajgira | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0071-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0072-000100BP-1A2,100 Gram | Yellow Mustard Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000100BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0072-000250BP-1A2,250 Gram | Yellow Mustard Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0072-000350BP-1A1,350 Gram | Yellow Mustard Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0072-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0073-000075GB-1A2,75 Gram | Kalonji Seeds | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000075GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0073-000100BP-1A2,100 Gram | Kalonji Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000100BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0073-000175GB-1A2,175 Gram | Kalonji Seeds | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000175GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0073-000250BP-1A2,250 Gram | Kalonji Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0073-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0074-000350BP-1A1,350 Gram | Jaggery Cubes Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0074-000850BP-1A1,850 Gram | Jaggery Cubes Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0074-001800BP-1A1,1800 Gram | Jaggery Cubes Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0074-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0075-000900BP-1A2,900 Gram | Jaggery Lumps | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0075-000900BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
